id,essay_id,of1,of2,of3,cf1,cf2,cf3,ef1,ef2,ef3,af1,af2,af3,nf1,nf2,nf3,model,temperature,input_tokens,output_tokens
491,3,7,6,8,2,2,4,5,3,6,2,4,3,6,3,6,gpt-5-mini-2025-08-07,0,823,1220
492,3,7,6,7,2,2,4,6,3,7,3,4,3,7,4,7,gpt-5-mini-2025-08-07,0,695,1220
493,3,7,6,7,2,3,6,4,3,5,3,4,4,7,5,6,gpt-5-mini-2025-08-07,0,823,1220
494,3,7,6,7,2,2,4,5,3,6,3,5,3,7,4,7,gpt-5-mini-2025-08-07,0,631,1220
495,3,7,6,7,2,2,4,5,3,6,4,6,4,7,4,7,gpt-5-mini-2025-08-07,0,695,1220
496,3,6,5,7,2,2,4,5,3,6,3,5,4,6,4,6,gpt-5-mini-2025-08-07,0,631,1220
497,3,7,6,7,2,2,4,5,3,6,3,5,3,6,4,6,gpt-5-mini-2025-08-07,0,631,1220
498,3,7,6,8,1,2,3,5,3,6,3,4,3,7,4,8,gpt-5-mini-2025-08-07,0,731,1220
499,5,6,3,6,2,5,5,7,6,7,4,6,5,6,2,5,gpt-5-mini-2025-08-07,0,695,1422
500,5,4,2,6,2,4,5,7,6,7,3,5,4,5,2,5,gpt-5-mini-2025-08-07,0,695,1422
501,5,5,3,7,2,5,6,7,6,7,6,5,4,6,2,5,gpt-5-mini-2025-08-07,0,823,1422
502,5,4,3,5,2,3,5,7,6,7,3,6,5,6,2,6,gpt-5-mini-2025-08-07,0,695,1422
503,5,4,2,6,3,4,5,7,6,7,3,6,5,6,2,5,gpt-5-mini-2025-08-07,0,695,1422
504,5,5,3,6,2,4,5,7,7,7,4,5,4,6,2,6,gpt-5-mini-2025-08-07,0,631,1422
505,5,6,3,7,3,4,5,8,6,7,5,6,6,5,2,5,gpt-5-mini-2025-08-07,0,695,1422
506,5,6,3,7,2,4,5,7,6,7,4,6,5,5,2,5,gpt-5-mini-2025-08-07,0,759,1422
508,5,4,3,6,3,4,5,7,6,8,5,5,5,6,2,4,gpt-5-mini-2025-08-07,0,759,1422
509,8,5,6,5,2,3,4,3,7,6,2,2,3,6,4,7,gpt-5-mini-2025-08-07,0,631,882
510,8,5,6,6,2,2,3,3,6,7,2,2,3,5,2,8,gpt-5-mini-2025-08-07,0,695,882
511,8,4,5,6,1,2,4,5,7,7,2,2,2,6,2,8,gpt-5-mini-2025-08-07,0,823,882
512,8,4,5,6,2,2,4,3,6,7,2,2,3,6,2,7,gpt-5-mini-2025-08-07,0,695,882
513,8,4,6,6,2,3,4,5,7,7,2,2,3,6,3,7,gpt-5-mini-2025-08-07,0,951,882
514,8,5,6,6,2,3,4,5,7,7,4,2,3,7,2,7,gpt-5-mini-2025-08-07,0,823,882
515,8,3,6,5,2,3,4,5,7,7,3,3,3,6,2,7,gpt-5-mini-2025-08-07,0,887,882
516,8,2,5,7,2,3,5,5,7,8,4,3,2,7,3,8,gpt-5-mini-2025-08-07,0,695,882
517,8,5,6,6,2,3,3,4,7,7,3,2,3,6,3,7,gpt-5-mini-2025-08-07,0,759,882
518,8,5,5,6,2,3,4,3,6,6,2,2,2,6,3,7,gpt-5-mini-2025-08-07,0,695,882
519,4,3,4,5,4,5,6,8,3,9,4,7,6,9,1,8,gpt-5-mini-2025-08-07,0,823,752
520,4,3,3,5,2,4,6,8,3,9,6,7,6,8,1,8,gpt-5-mini-2025-08-07,0,567,752
521,4,4,4,6,2,5,6,8,3,8,6,7,6,8,2,8,gpt-5-mini-2025-08-07,0,759,752
522,4,4,3,5,4,5,6,8,3,8,3,7,6,9,1,8,gpt-5-mini-2025-08-07,0,759,752
523,4,3,4,5,2,5,6,8,3,8,5,7,6,8,1,8,gpt-5-mini-2025-08-07,0,567,752
524,4,5,5,6,2,4,6,8,3,8,5,7,5,8,1,8,gpt-5-mini-2025-08-07,0,759,752
525,4,3,4,7,2,4,6,8,3,9,6,7,6,9,1,8,gpt-5-mini-2025-08-07,0,795,752
526,4,4,4,5,5,6,7,8,4,9,5,7,7,9,1,8,gpt-5-mini-2025-08-07,0,1079,752
527,4,4,3,6,4,4,6,7,3,8,5,7,5,8,1,8,gpt-5-mini-2025-08-07,0,616,752
528,4,4,4,5,2,4,6,8,3,8,4,7,6,8,1,8,gpt-5-mini-2025-08-07,0,567,752
529,6,8,7,8,2,3,5,6,4,6,6,6,5,7,4,8,gpt-5-mini-2025-08-07,0,887,1216
530,6,8,7,8,2,2,5,6,3,5,6,6,5,6,4,7,gpt-5-mini-2025-08-07,0,759,1216
531,6,8,7,8,2,2,4,6,3,4,6,7,5,7,5,7,gpt-5-mini-2025-08-07,0,695,1216
532,6,9,8,8,2,3,5,7,4,6,6,6,5,6,4,7,gpt-5-mini-2025-08-07,0,823,1216
533,6,8,7,8,2,2,5,6,3,6,6,7,4,6,4,7,gpt-5-mini-2025-08-07,0,759,1216
534,6,8,7,8,2,3,5,6,3,5,6,6,5,6,4,7,gpt-5-mini-2025-08-07,0,695,1216
535,6,8,7,8,2,2,5,6,3,5,6,7,5,6,4,7,gpt-5-mini-2025-08-07,0,759,1216
536,6,8,7,8,2,2,4,7,3,6,7,6,4,6,4,7,gpt-5-mini-2025-08-07,0,759,1216
537,6,8,7,8,2,2,5,6,4,5,6,6,4,7,5,7,gpt-5-mini-2025-08-07,0,887,1216
538,6,8,7,8,2,2,5,6,3,4,6,6,5,6,5,7,gpt-5-mini-2025-08-07,0,695,1216
539,9,3,4,6,2,3,5,6,6,6,5,2,2,9,5,8,gpt-5-mini-2025-08-07,0,823,887
540,9,2,4,4,2,4,5,6,7,6,5,3,2,9,4,8,gpt-5-mini-2025-08-07,0,616,887
541,9,2,3,5,2,4,5,7,6,7,6,3,2,9,3,8,gpt-5-mini-2025-08-07,0,759,887
542,9,2,4,6,2,3,4,6,3,5,6,3,2,9,6,8,gpt-5-mini-2025-08-07,0,759,887
543,9,2,4,5,2,3,4,6,6,7,5,2,3,9,4,8,gpt-5-mini-2025-08-07,0,759,887
544,9,2,4,5,2,4,5,6,6,7,6,2,3,9,3,8,gpt-5-mini-2025-08-07,0,887,887
545,9,2,2,5,2,3,5,7,6,8,5,3,2,9,3,8,gpt-5-mini-2025-08-07,0,759,887
546,9,2,3,4,2,3,4,7,6,7,5,2,2,9,3,8,gpt-5-mini-2025-08-07,0,695,887
547,9,2,4,6,2,3,5,7,6,7,4,2,3,9,3,8,gpt-5-mini-2025-08-07,0,808,887
548,9,2,3,5,2,3,5,6,5,6,5,3,3,9,4,8,gpt-5-mini-2025-08-07,0,887,887
549,7,5,3,6,2,3,3,5,5,6,4,4,5,4,2,6,gpt-5-mini-2025-08-07,0,759,1141
550,7,4,3,7,2,3,4,5,5,6,5,3,5,4,2,6,gpt-5-mini-2025-08-07,0,808,1141
551,7,5,4,7,2,3,4,6,4,6,4,4,5,4,2,6,gpt-5-mini-2025-08-07,0,795,1141
552,7,6,3,6,2,4,4,6,5,6,5,4,5,4,2,5,gpt-5-mini-2025-08-07,0,631,1141
553,7,5,3,6,2,3,4,5,5,6,5,5,5,4,2,6,gpt-5-mini-2025-08-07,0,823,1141
554,7,6,4,7,2,2,3,5,4,6,3,5,5,4,2,7,gpt-5-mini-2025-08-07,0,567,1141
555,7,5,3,6,2,3,3,5,4,6,4,3,5,4,2,6,gpt-5-mini-2025-08-07,0,823,1141
556,7,4,3,7,2,3,4,6,5,6,4,4,5,4,2,7,gpt-5-mini-2025-08-07,0,695,1141
557,7,4,2,5,2,3,4,5,4,6,4,2,6,5,2,5,gpt-5-mini-2025-08-07,0,759,1141
558,7,5,3,6,2,5,4,6,3,5,4,6,5,4,2,7,gpt-5-mini-2025-08-07,0,823,1141
559,52,4,2,4,3,6,8,6,2,4,8,8,3,6,5,3,gpt-5-mini-2025-08-07,0,695,1185
560,52,6,5,6,4,5,8,6,2,5,9,9,3,6,4,3,gpt-5-mini-2025-08-07,0,1015,1185
561,52,4,3,4,3,6,9,7,2,4,9,8,8,6,4,3,gpt-5-mini-2025-08-07,0,759,1185
562,52,5,3,5,3,5,8,5,2,4,9,8,7,7,5,3,gpt-5-mini-2025-08-07,0,631,1185
563,52,6,4,5,3,7,8,7,2,5,8,8,7,6,4,4,gpt-5-mini-2025-08-07,0,759,1185
564,52,5,3,6,2,5,8,6,2,4,8,8,3,6,5,4,gpt-5-mini-2025-08-07,0,695,1185
565,52,5,3,5,4,5,8,6,2,5,8,8,3,5,5,3,gpt-5-mini-2025-08-07,0,887,1185
566,52,6,3,4,3,5,8,6,3,4,9,8,7,6,5,4,gpt-5-mini-2025-08-07,0,695,1185
567,52,6,3,4,2,5,8,6,2,4,8,8,2,6,4,4,gpt-5-mini-2025-08-07,0,760,1185
568,52,5,5,6,3,6,9,6,2,4,9,8,8,7,5,4,gpt-5-mini-2025-08-07,0,695,1185
569,53,6,6,5,3,5,6,5,3,2,7,7,5,7,5,6,gpt-5-mini-2025-08-07,0,680,932
570,53,6,5,6,2,3,6,4,3,3,6,7,5,6,5,5,gpt-5-mini-2025-08-07,0,695,932
571,53,7,6,6,2,4,6,5,3,3,7,8,5,7,5,5,gpt-5-mini-2025-08-07,0,552,932
572,53,6,5,5,2,3,7,4,2,3,7,7,5,7,5,6,gpt-5-mini-2025-08-07,0,759,932
573,53,6,5,5,2,4,6,4,3,3,6,7,5,7,5,5,gpt-5-mini-2025-08-07,0,823,932
575,53,6,6,5,3,5,7,5,3,3,7,7,5,7,4,5,gpt-5-mini-2025-08-07,0,759,932
576,53,7,6,5,2,3,5,5,3,3,6,7,5,6,4,6,gpt-5-mini-2025-08-07,0,616,932
577,53,6,6,6,2,4,6,5,2,3,6,7,6,7,5,5,gpt-5-mini-2025-08-07,0,631,932
578,53,7,6,6,2,5,6,3,2,2,6,7,5,7,5,6,gpt-5-mini-2025-08-07,0,887,932
579,54,4,4,3,5,5,7,6,3,4,6,8,3,8,2,4,gpt-5-mini-2025-08-07,0,823,868
580,54,5,3,4,4,5,6,6,3,5,6,7,4,8,2,4,gpt-5-mini-2025-08-07,0,887,868
581,54,4,2,4,4,5,6,6,3,5,5,7,3,8,3,4,gpt-5-mini-2025-08-07,0,631,868
582,54,6,3,4,5,5,6,6,3,5,5,7,3,8,2,4,gpt-5-mini-2025-08-07,0,823,868
583,54,6,3,4,5,5,6,6,3,4,5,7,2,8,2,4,gpt-5-mini-2025-08-07,0,695,868
584,54,6,2,3,4,5,6,6,3,5,5,7,3,8,2,3,gpt-5-mini-2025-08-07,0,631,868
585,54,6,3,4,4,5,6,6,3,5,5,8,3,7,2,3,gpt-5-mini-2025-08-07,0,695,868
586,54,6,4,4,5,5,6,6,3,4,6,7,2,8,2,3,gpt-5-mini-2025-08-07,0,695,868
587,54,5,4,3,4,5,6,6,3,4,5,7,3,8,2,4,gpt-5-mini-2025-08-07,0,695,868
588,54,5,2,4,4,5,6,5,3,4,5,7,2,8,2,4,gpt-5-mini-2025-08-07,0,823,868
589,55,2,5,3,2,3,4,7,6,7,5,3,3,8,4,8,gpt-5-mini-2025-08-07,0,823,1304
590,55,3,6,5,2,3,4,8,7,7,5,2,3,6,4,8,gpt-5-mini-2025-08-07,0,759,1304
591,55,2,5,3,2,3,3,7,6,6,4,2,3,6,4,8,gpt-5-mini-2025-08-07,0,823,1304
592,55,3,5,3,2,3,4,8,6,6,5,2,4,7,5,8,gpt-5-mini-2025-08-07,0,759,1304
593,55,2,6,4,2,3,4,7,6,6,4,2,3,8,3,8,gpt-5-mini-2025-08-07,0,695,1304
594,55,3,5,3,2,2,4,7,6,6,3,2,3,6,4,8,gpt-5-mini-2025-08-07,0,951,1304
595,55,3,6,3,2,3,4,7,6,7,4,2,3,6,4,7,gpt-5-mini-2025-08-07,0,823,1304
596,55,3,6,3,2,4,5,7,7,7,4,2,3,7,6,8,gpt-5-mini-2025-08-07,0,823,1304
597,55,2,5,4,2,3,4,8,7,7,4,3,3,8,7,8,gpt-5-mini-2025-08-07,0,1015,1304
598,55,4,5,4,2,3,4,8,6,6,4,3,3,7,5,8,gpt-5-mini-2025-08-07,0,823,1304
599,56,6,4,3,2,5,6,6,5,6,7,7,5,7,4,6,gpt-5-mini-2025-08-07,0,1015,688
600,56,4,3,3,2,4,6,6,4,6,7,7,5,6,2,6,gpt-5-mini-2025-08-07,0,695,688
601,56,4,3,3,2,4,5,6,3,5,6,7,5,6,3,6,gpt-5-mini-2025-08-07,0,695,688
602,56,5,3,3,2,3,5,5,3,5,6,7,6,6,3,5,gpt-5-mini-2025-08-07,0,759,688
603,56,5,4,4,3,4,5,6,5,5,7,7,6,6,2,6,gpt-5-mini-2025-08-07,0,759,688
604,56,5,4,3,2,4,5,6,4,6,7,7,5,6,3,6,gpt-5-mini-2025-08-07,0,823,688
605,56,4,3,3,3,5,5,6,5,6,7,6,5,6,3,6,gpt-5-mini-2025-08-07,0,759,688
606,56,5,4,3,2,4,5,5,4,6,7,7,5,6,3,6,gpt-5-mini-2025-08-07,0,759,688
607,56,6,5,3,3,4,5,6,6,5,8,7,5,6,2,7,gpt-5-mini-2025-08-07,0,951,688
608,56,5,4,3,2,4,5,5,3,6,7,7,5,7,3,5,gpt-5-mini-2025-08-07,0,823,688
609,57,4,5,4,2,6,6,5,4,5,3,6,4,5,2,4,gpt-5-mini-2025-08-07,0,695,878
610,57,5,5,4,2,5,6,6,4,4,4,6,4,6,2,3,gpt-5-mini-2025-08-07,0,951,878
611,57,5,3,4,2,6,6,5,4,3,4,8,5,5,2,3,gpt-5-mini-2025-08-07,0,887,878
612,57,5,5,4,2,7,7,5,4,4,5,6,4,5,2,3,gpt-5-mini-2025-08-07,0,951,878
613,57,5,4,5,6,6,7,5,4,4,5,6,5,5,2,3,gpt-5-mini-2025-08-07,0,759,878
614,57,5,5,4,5,6,6,5,4,4,5,6,5,6,2,3,gpt-5-mini-2025-08-07,0,936,878
615,57,4,3,4,2,6,6,5,4,5,3,6,4,6,2,4,gpt-5-mini-2025-08-07,0,631,878
616,57,4,4,4,3,5,6,5,5,4,3,6,4,5,2,4,gpt-5-mini-2025-08-07,0,759,878
617,57,4,4,4,2,5,6,5,3,4,4,6,5,6,2,3,gpt-5-mini-2025-08-07,0,631,878
618,57,5,5,5,6,6,6,6,5,4,4,7,5,6,2,3,gpt-5-mini-2025-08-07,0,759,878
619,58,4,4,6,3,4,5,8,5,7,7,6,5,5,2,5,gpt-5-mini-2025-08-07,0,631,1047
620,58,3,3,5,3,3,4,8,4,7,7,6,6,5,2,5,gpt-5-mini-2025-08-07,0,695,1047
621,58,4,4,5,2,3,5,8,4,7,7,6,6,5,2,6,gpt-5-mini-2025-08-07,0,695,1047
622,58,3,5,6,2,3,6,8,3,7,7,5,5,5,2,6,gpt-5-mini-2025-08-07,0,695,1047
623,58,4,5,6,3,4,6,8,6,7,7,6,5,5,2,5,gpt-5-mini-2025-08-07,0,695,1047
624,58,4,5,5,3,3,5,8,3,7,6,4,5,5,2,6,gpt-5-mini-2025-08-07,0,823,1047
625,58,5,4,5,3,3,5,8,4,7,7,6,5,5,2,5,gpt-5-mini-2025-08-07,0,631,1047
626,58,4,5,6,3,3,5,8,4,7,8,6,7,5,2,5,gpt-5-mini-2025-08-07,0,695,1047
627,58,3,4,5,3,4,4,8,6,7,7,6,5,5,2,5,gpt-5-mini-2025-08-07,0,887,1047
628,58,4,5,6,3,3,6,8,5,8,7,6,5,4,2,5,gpt-5-mini-2025-08-07,0,695,1047
629,59,5,5,6,4,6,7,7,6,6,7,7,7,6,4,5,gpt-5-mini-2025-08-07,0,951,1008
630,59,6,5,6,4,6,6,6,6,6,6,7,7,5,4,3,gpt-5-mini-2025-08-07,0,759,1008
631,59,5,5,6,4,6,6,7,6,7,6,7,7,4,4,4,gpt-5-mini-2025-08-07,0,1079,1008
632,59,6,4,6,3,6,6,7,6,7,6,7,6,5,4,5,gpt-5-mini-2025-08-07,0,680,1008
633,59,5,4,6,4,5,6,7,6,7,6,7,7,5,3,5,gpt-5-mini-2025-08-07,0,759,1008
634,59,5,4,5,4,5,5,6,6,6,6,7,6,6,4,6,gpt-5-mini-2025-08-07,0,631,1008
635,59,5,6,7,4,6,6,7,6,7,6,7,7,6,4,4,gpt-5-mini-2025-08-07,0,759,1008
636,59,5,4,6,4,6,6,7,6,7,6,8,7,6,3,5,gpt-5-mini-2025-08-07,0,1207,1008
637,59,7,5,6,3,6,7,7,6,7,7,7,7,6,3,5,gpt-5-mini-2025-08-07,0,823,1008
638,59,6,5,6,4,6,6,7,7,7,7,7,6,5,3,5,gpt-5-mini-2025-08-07,0,759,1008
639,60,8,3,8,2,3,3,7,5,7,4,4,4,4,2,4,gpt-5-mini-2025-08-07,0,695,1107
640,60,7,2,8,3,3,5,6,4,6,5,4,6,5,2,4,gpt-5-mini-2025-08-07,0,631,1107
641,60,8,3,8,2,3,4,7,4,6,4,5,5,6,2,5,gpt-5-mini-2025-08-07,0,759,1107
642,60,8,3,8,2,3,4,7,5,8,4,3,4,5,2,5,gpt-5-mini-2025-08-07,0,695,1107
643,60,8,3,8,2,3,4,6,4,7,3,2,6,6,2,6,gpt-5-mini-2025-08-07,0,695,1107
644,60,8,2,7,2,3,4,7,4,6,3,3,5,5,2,5,gpt-5-mini-2025-08-07,0,695,1107
645,60,7,3,8,2,3,4,6,4,7,4,6,5,6,2,6,gpt-5-mini-2025-08-07,0,695,1107
646,60,7,3,8,2,3,4,6,3,5,4,3,4,5,2,3,gpt-5-mini-2025-08-07,0,695,1107
647,60,7,2,8,2,3,4,6,4,7,3,3,5,4,1,5,gpt-5-mini-2025-08-07,0,695,1107
648,60,8,3,8,2,3,4,6,5,6,5,4,5,5,2,5,gpt-5-mini-2025-08-07,0,951,1107
649,61,8,3,5,7,7,7,3,6,7,3,7,5,6,2,3,gpt-5-mini-2025-08-07,0,680,835
650,61,8,3,5,7,7,7,3,6,7,5,7,5,6,2,4,gpt-5-mini-2025-08-07,0,759,835
651,61,8,3,5,7,7,7,3,5,6,4,7,5,6,2,6,gpt-5-mini-2025-08-07,0,744,835
652,61,8,3,4,8,7,8,3,6,6,2,7,5,6,2,5,gpt-5-mini-2025-08-07,0,823,835
653,61,8,4,5,7,7,8,3,6,7,5,7,5,6,2,5,gpt-5-mini-2025-08-07,0,823,835
654,61,8,4,4,7,7,7,4,6,7,3,6,6,6,2,5,gpt-5-mini-2025-08-07,0,695,835
655,61,8,4,5,7,7,8,3,5,7,4,7,5,6,3,5,gpt-5-mini-2025-08-07,0,823,835
656,61,8,4,5,7,7,7,4,6,6,3,7,5,6,2,3,gpt-5-mini-2025-08-07,0,680,835
657,61,8,5,5,8,7,8,3,6,7,4,7,5,6,2,4,gpt-5-mini-2025-08-07,0,616,835
658,61,8,4,5,8,7,8,3,6,6,5,7,5,7,2,6,gpt-5-mini-2025-08-07,0,951,835
659,62,6,5,5,2,6,6,8,6,7,6,4,3,6,3,7,gpt-5-mini-2025-08-07,0,1015,1126
660,62,6,4,4,2,5,5,7,3,7,5,5,4,6,3,7,gpt-5-mini-2025-08-07,0,695,1126
661,62,6,4,3,2,4,4,7,5,7,5,5,4,6,5,8,gpt-5-mini-2025-08-07,0,872,1126
662,62,6,5,5,2,6,5,7,5,8,6,6,4,6,4,7,gpt-5-mini-2025-08-07,0,823,1126
663,62,5,4,4,3,5,4,7,4,7,6,5,3,6,3,6,gpt-5-mini-2025-08-07,0,823,1126
664,62,6,5,4,2,5,4,7,4,7,6,5,4,7,4,8,gpt-5-mini-2025-08-07,0,695,1126
665,62,6,4,5,3,5,6,8,5,7,6,5,4,6,4,7,gpt-5-mini-2025-08-07,0,759,1126
666,62,5,4,5,2,5,5,8,4,8,6,5,4,6,3,8,gpt-5-mini-2025-08-07,0,695,1126
667,62,5,4,4,2,5,5,7,3,7,7,6,5,6,4,7,gpt-5-mini-2025-08-07,0,759,1126
668,62,6,4,4,2,6,5,7,4,7,7,6,3,6,4,6,gpt-5-mini-2025-08-07,0,680,1126
669,63,3,5,4,2,4,5,7,2,5,4,7,4,8,5,7,gpt-5-mini-2025-08-07,0,695,757
670,63,4,4,3,2,4,6,7,3,5,4,6,3,8,5,7,gpt-5-mini-2025-08-07,0,695,757
671,63,5,6,4,2,4,6,7,2,3,4,7,4,8,4,7,gpt-5-mini-2025-08-07,0,759,757
672,63,4,5,5,2,4,6,7,3,5,4,8,4,8,5,7,gpt-5-mini-2025-08-07,0,759,757
673,63,3,4,4,2,3,5,7,3,4,4,8,4,8,5,7,gpt-5-mini-2025-08-07,0,759,757
674,63,4,5,4,2,5,6,7,3,4,4,8,3,8,6,7,gpt-5-mini-2025-08-07,0,823,757
675,63,4,5,4,2,3,5,6,3,4,4,7,4,8,5,8,gpt-5-mini-2025-08-07,0,631,757
676,63,5,6,5,2,4,5,7,3,4,4,7,4,8,5,7,gpt-5-mini-2025-08-07,0,616,757
677,63,4,5,5,2,5,6,6,2,4,3,7,3,8,4,7,gpt-5-mini-2025-08-07,0,887,757
678,63,4,5,5,2,3,5,8,2,3,4,6,3,8,5,7,gpt-5-mini-2025-08-07,0,695,757
679,64,7,7,8,6,4,6,6,3,5,3,7,5,6,4,5,gpt-5-mini-2025-08-07,0,951,812
680,64,7,6,7,3,3,6,3,3,4,4,7,3,5,4,7,gpt-5-mini-2025-08-07,0,823,812
681,64,7,7,8,6,3,6,5,3,4,4,7,5,5,4,6,gpt-5-mini-2025-08-07,0,936,812
682,64,7,6,8,7,4,7,6,4,5,4,6,4,6,4,5,gpt-5-mini-2025-08-07,0,808,812
683,64,7,7,8,6,5,6,5,3,4,4,7,5,6,3,5,gpt-5-mini-2025-08-07,0,680,812
684,64,7,6,7,2,2,5,5,3,4,3,7,5,5,3,7,gpt-5-mini-2025-08-07,0,731,812
685,64,7,6,8,6,5,6,5,3,4,4,7,4,6,4,7,gpt-5-mini-2025-08-07,0,823,812
686,64,7,6,8,2,3,5,6,4,6,3,7,5,6,4,7,gpt-5-mini-2025-08-07,0,887,812
687,64,7,6,8,6,5,6,5,3,5,4,7,4,6,4,7,gpt-5-mini-2025-08-07,0,759,812
688,64,7,6,7,6,5,7,3,3,4,4,7,5,5,3,6,gpt-5-mini-2025-08-07,0,759,812
689,65,5,5,4,3,5,5,7,2,5,6,7,4,8,5,6,gpt-5-mini-2025-08-07,0,731,841
690,65,5,4,3,2,4,6,7,2,5,6,7,5,8,5,6,gpt-5-mini-2025-08-07,0,695,841
691,65,3,3,3,2,3,4,6,2,3,5,8,4,8,5,7,gpt-5-mini-2025-08-07,0,695,841
692,65,6,3,4,3,4,5,6,3,6,6,6,4,8,5,7,gpt-5-mini-2025-08-07,0,695,841
693,65,5,5,4,3,5,6,7,3,5,6,7,4,8,4,6,gpt-5-mini-2025-08-07,0,695,841
694,65,5,5,4,3,4,6,7,2,5,6,7,4,8,6,6,gpt-5-mini-2025-08-07,0,823,841
695,65,5,3,3,2,3,5,6,2,5,6,7,4,8,6,6,gpt-5-mini-2025-08-07,0,695,841
696,65,6,6,4,3,5,5,6,3,5,6,7,4,8,6,7,gpt-5-mini-2025-08-07,0,695,841
697,65,4,6,3,2,4,5,7,2,4,6,7,4,8,6,7,gpt-5-mini-2025-08-07,0,887,841
698,65,5,5,4,3,4,5,7,2,5,5,7,4,8,5,7,gpt-5-mini-2025-08-07,0,695,841
699,66,6,2,3,3,4,3,7,5,6,6,4,5,6,3,3,gpt-5-mini-2025-08-07,0,567,1077
700,66,6,3,4,2,4,3,8,6,6,5,4,4,6,2,5,gpt-5-mini-2025-08-07,0,759,1077
701,66,6,3,3,3,5,3,7,6,5,5,4,4,6,3,4,gpt-5-mini-2025-08-07,0,887,1077
702,66,6,2,3,3,4,4,7,5,6,6,4,5,6,3,3,gpt-5-mini-2025-08-07,0,695,1077
703,66,6,3,3,3,5,4,6,5,6,6,5,4,6,2,3,gpt-5-mini-2025-08-07,0,951,1077
704,66,6,3,3,3,4,3,7,6,5,5,4,4,6,2,5,gpt-5-mini-2025-08-07,0,695,1077
705,66,6,2,3,3,5,4,7,5,6,5,4,5,6,3,3,gpt-5-mini-2025-08-07,0,1143,1077
706,66,6,2,3,3,4,4,6,5,6,5,4,4,6,3,3,gpt-5-mini-2025-08-07,0,887,1077
707,66,6,2,2,3,5,4,6,6,6,4,3,4,6,3,4,gpt-5-mini-2025-08-07,0,887,1077
708,66,6,2,2,3,4,3,6,6,5,5,4,4,7,3,3,gpt-5-mini-2025-08-07,0,887,1077
709,67,5,2,5,3,3,5,6,3,4,7,7,4,9,3,6,gpt-5-mini-2025-08-07,0,823,890
710,67,6,2,6,3,3,5,7,3,3,7,7,6,8,4,5,gpt-5-mini-2025-08-07,0,887,890
711,67,5,4,6,2,3,5,7,2,3,7,7,4,8,5,6,gpt-5-mini-2025-08-07,0,631,890
712,67,6,2,5,3,3,5,8,2,4,8,7,6,8,3,7,gpt-5-mini-2025-08-07,0,1015,890
713,67,4,3,6,2,3,5,8,2,3,7,8,5,9,3,6,gpt-5-mini-2025-08-07,0,695,890
714,67,6,3,6,2,3,5,7,3,4,7,7,6,9,2,6,gpt-5-mini-2025-08-07,0,552,890
715,67,5,2,5,2,3,5,6,2,3,6,6,5,8,3,6,gpt-5-mini-2025-08-07,0,759,890
716,67,6,3,6,2,3,5,7,3,3,7,7,6,8,3,6,gpt-5-mini-2025-08-07,0,759,890
717,67,5,3,6,2,3,5,8,2,3,7,7,6,8,5,6,gpt-5-mini-2025-08-07,0,759,890
718,67,5,3,5,2,2,5,8,2,3,7,8,6,9,3,6,gpt-5-mini-2025-08-07,0,759,890
719,68,5,4,4,2,3,5,5,3,4,5,7,4,6,2,4,gpt-5-mini-2025-08-07,0,680,762
720,68,5,2,4,2,3,4,5,3,4,3,6,4,7,3,5,gpt-5-mini-2025-08-07,0,759,762
721,68,5,3,4,2,3,5,4,3,4,4,7,3,7,3,6,gpt-5-mini-2025-08-07,0,631,762
722,68,5,5,4,2,4,4,4,2,4,5,7,3,7,3,4,gpt-5-mini-2025-08-07,0,887,762
723,68,5,3,4,2,3,5,5,2,4,3,7,4,8,3,5,gpt-5-mini-2025-08-07,0,823,762
724,68,6,3,3,2,4,5,4,3,4,6,7,5,7,3,3,gpt-5-mini-2025-08-07,0,1015,762
725,68,6,3,4,2,3,5,5,3,4,5,6,4,7,2,3,gpt-5-mini-2025-08-07,0,616,762
726,68,6,4,5,2,3,4,5,3,4,4,7,3,6,2,5,gpt-5-mini-2025-08-07,0,680,762
727,68,5,4,4,2,3,4,5,3,4,5,6,4,6,3,4,gpt-5-mini-2025-08-07,0,680,762
728,68,6,5,3,2,3,4,5,3,5,5,6,3,7,2,5,gpt-5-mini-2025-08-07,0,695,762
729,69,3,2,4,2,2,5,4,7,3,2,2,2,5,3,5,gpt-5-mini-2025-08-07,0,951,734
730,69,3,2,4,2,3,5,4,6,3,2,3,4,6,2,6,gpt-5-mini-2025-08-07,0,695,734
731,69,3,3,4,2,2,5,5,6,4,3,4,3,6,3,5,gpt-5-mini-2025-08-07,0,823,734
732,69,3,3,4,2,2,4,5,7,4,3,3,3,6,2,5,gpt-5-mini-2025-08-07,0,631,734
733,69,4,3,4,2,2,5,4,6,3,3,4,4,5,2,5,gpt-5-mini-2025-08-07,0,823,734
734,69,4,2,4,2,2,5,5,4,3,2,3,3,5,2,5,gpt-5-mini-2025-08-07,0,808,734
735,69,3,3,3,2,2,5,5,6,3,2,2,3,5,3,6,gpt-5-mini-2025-08-07,0,872,734
736,69,4,2,3,2,2,5,5,6,3,2,3,2,5,3,6,gpt-5-mini-2025-08-07,0,759,734
737,69,3,2,4,2,2,4,4,6,3,2,3,3,6,2,6,gpt-5-mini-2025-08-07,0,695,734
738,69,3,2,4,2,2,4,5,6,3,3,4,3,6,3,5,gpt-5-mini-2025-08-07,0,759,734
