id,hash,entry_id,repeat,of3b,cf2b,cf3b,ef3b,af1b,of1,of2,of5,cf3,cf5,ef2,ef4,ef5,af1,af3,af6,nf1,nf4,nf6,model,input_tokens,output_tokens
3994,3ffcfd905da45dfe14e1039252ff334177b62f0aea52c516ac142718f2f3b841,1267,1,8,6,6,5,4,5,8,8,5,4,3,6,3,3,3,7,7,8,7,gpt-5-mini-2025-08-07,1066,778
3995,3ffcfd905da45dfe14e1039252ff334177b62f0aea52c516ac142718f2f3b841,1267,2,8,6,5,5,4,5,8,8,5,4,3,5,3,3,4,7,6,7,6,gpt-5-mini-2025-08-07,1258,778
3996,6d0d1143401f960742c4b2a96b832e629e5333e035b51f5ddc301dce87bbf114,1269,0,9,8,6,7,5,4,8,8,6,7,3,7,6,4,5,6,4,6,3,gpt-5-mini-2025-08-07,1258,884
3997,6d0d1143401f960742c4b2a96b832e629e5333e035b51f5ddc301dce87bbf114,1269,1,8,7,7,7,6,6,8,8,6,7,2,7,5,4,6,7,5,6,5,gpt-5-mini-2025-08-07,1066,884
3998,6d0d1143401f960742c4b2a96b832e629e5333e035b51f5ddc301dce87bbf114,1269,2,8,7,6,7,5,3,7,8,7,8,3,7,5,5,5,5,4,6,4,gpt-5-mini-2025-08-07,1002,884
3999,206d7f9decb4c825ece86938b71a19561a1b284b3487a3ab320de83822ba6dd1,1270,0,8,6,4,4,6,7,7,8,4,3,4,4,3,4,4,7,6,7,7,gpt-5-mini-2025-08-07,1002,776
4000,206d7f9decb4c825ece86938b71a19561a1b284b3487a3ab320de83822ba6dd1,1270,1,8,4,3,3,4,7,7,8,3,3,3,4,2,3,3,7,6,8,7,gpt-5-mini-2025-08-07,1130,776
4001,206d7f9decb4c825ece86938b71a19561a1b284b3487a3ab320de83822ba6dd1,1270,2,8,5,4,3,6,7,7,8,4,3,4,4,3,5,4,7,6,8,7,gpt-5-mini-2025-08-07,1386,776
4002,df9a488431f73aee388398f21bd365c4e834d3cde2f9ac8d3dd60c3c06058b0e,1272,0,8,3,5,5,5,4,8,7,4,3,6,6,4,5,4,8,7,7,7,gpt-5-mini-2025-08-07,1002,894
4003,df9a488431f73aee388398f21bd365c4e834d3cde2f9ac8d3dd60c3c06058b0e,1272,1,8,3,5,5,5,6,8,7,5,3,6,6,4,5,4,8,6,7,7,gpt-5-mini-2025-08-07,938,894
4004,df9a488431f73aee388398f21bd365c4e834d3cde2f9ac8d3dd60c3c06058b0e,1272,2,8,3,6,5,5,5,8,7,5,3,6,6,5,5,4,7,6,7,6,gpt-5-mini-2025-08-07,1066,894
4005,734d65d877459f0e1d2ec9d19434e25e1a0f18c95557f54e94e3d0cb13104c65,1271,0,7,4,6,3,3,3,6,7,6,3,3,4,2,3,3,4,6,5,6,gpt-5-mini-2025-08-07,1514,950
4006,734d65d877459f0e1d2ec9d19434e25e1a0f18c95557f54e94e3d0cb13104c65,1271,1,7,4,4,5,4,3,7,7,4,3,3,5,3,3,3,4,7,7,7,gpt-5-mini-2025-08-07,1345,950
4007,734d65d877459f0e1d2ec9d19434e25e1a0f18c95557f54e94e3d0cb13104c65,1271,2,7,5,6,4,4,4,6,7,6,4,3,5,2,3,3,5,7,7,7,gpt-5-mini-2025-08-07,938,950
4008,604bf79e18f30c3e15810121576e9b5367f9f52ede33caf06b3621bfd0df237f,1273,0,7,5,6,4,6,3,8,7,5,5,5,4,2,3,4,6,5,6,5,gpt-5-mini-2025-08-07,1130,1139
4009,604bf79e18f30c3e15810121576e9b5367f9f52ede33caf06b3621bfd0df237f,1273,1,7,6,6,5,6,3,8,7,5,5,5,5,3,4,4,6,4,6,5,gpt-5-mini-2025-08-07,1002,1139
4010,604bf79e18f30c3e15810121576e9b5367f9f52ede33caf06b3621bfd0df237f,1273,2,7,6,6,5,5,4,8,7,5,5,5,5,3,3,3,6,5,6,5,gpt-5-mini-2025-08-07,1002,1139
4011,73a6581a049d795a686c54d10ebb5f287ad5a46aa3c2d0674946909976416302,1301,0,5,6,6,4,5,2,7,5,6,5,5,5,3,6,4,6,3,5,4,gpt-5-mini-2025-08-07,938,560
4012,73a6581a049d795a686c54d10ebb5f287ad5a46aa3c2d0674946909976416302,1301,1,7,6,6,4,5,2,7,6,5,5,5,5,2,5,4,7,5,6,5,gpt-5-mini-2025-08-07,1066,560
4013,73a6581a049d795a686c54d10ebb5f287ad5a46aa3c2d0674946909976416302,1301,2,7,5,6,4,5,2,8,6,5,5,5,5,2,5,3,6,5,6,5,gpt-5-mini-2025-08-07,1066,560
4014,5916615d04bcf8573ccca2107d919c4354dcbb17bd87e00f34ba0a6b26f13787,1278,0,8,6,8,5,6,4,8,8,7,6,3,5,3,5,4,8,7,8,8,gpt-5-mini-2025-08-07,1258,859
4015,5916615d04bcf8573ccca2107d919c4354dcbb17bd87e00f34ba0a6b26f13787,1278,1,7,5,7,3,5,5,8,7,7,6,3,4,2,3,3,8,8,8,8,gpt-5-mini-2025-08-07,1130,859
4016,5916615d04bcf8573ccca2107d919c4354dcbb17bd87e00f34ba0a6b26f13787,1278,2,8,6,7,5,4,4,8,7,7,7,3,5,2,3,3,7,7,8,8,gpt-5-mini-2025-08-07,938,859
4017,0087a99bee7477784f2fbad3ea4e40ac9e2dd9f3b836d37de7d66fc08f171d6f,1274,0,9,7,6,6,6,8,8,8,5,5,3,6,6,3,6,7,7,8,7,gpt-5-mini-2025-08-07,1706,855
4018,0087a99bee7477784f2fbad3ea4e40ac9e2dd9f3b836d37de7d66fc08f171d6f,1274,1,8,7,5,7,7,7,8,8,5,5,4,6,6,3,6,7,8,8,7,gpt-5-mini-2025-08-07,1002,855
4019,0087a99bee7477784f2fbad3ea4e40ac9e2dd9f3b836d37de7d66fc08f171d6f,1274,2,9,6,6,6,7,7,8,8,6,6,4,6,8,3,6,8,8,8,7,gpt-5-mini-2025-08-07,874,855
4020,ee829464752d13e61f1bc0584fa217a0463152da96f6afe2dd31f406f5b156ca,1279,0,7,6,6,5,6,4,8,7,5,5,5,5,5,5,4,7,7,8,7,gpt-5-mini-2025-08-07,1066,810
4021,ee829464752d13e61f1bc0584fa217a0463152da96f6afe2dd31f406f5b156ca,1279,1,8,6,5,5,5,6,8,7,5,4,5,6,6,4,4,6,6,7,7,gpt-5-mini-2025-08-07,1002,810
4022,ee829464752d13e61f1bc0584fa217a0463152da96f6afe2dd31f406f5b156ca,1279,2,7,6,4,5,5,5,8,7,4,5,4,5,6,4,3,5,7,7,7,gpt-5-mini-2025-08-07,1066,810
4023,3d9cb6dc442dbd030d41e15e52f34b447225ca26543d5dfd4303597840a61e73,1281,0,8,6,7,7,3,3,6,7,6,6,7,7,6,5,4,3,4,5,5,gpt-5-mini-2025-08-07,1002,862
4024,3d9cb6dc442dbd030d41e15e52f34b447225ca26543d5dfd4303597840a61e73,1281,1,7,6,5,7,3,5,6,6,4,5,7,7,6,3,3,3,4,5,5,gpt-5-mini-2025-08-07,1066,862
4025,3d9cb6dc442dbd030d41e15e52f34b447225ca26543d5dfd4303597840a61e73,1281,2,7,6,4,7,4,5,6,6,3,5,6,6,7,5,3,3,4,5,4,gpt-5-mini-2025-08-07,1002,862
4026,e720528f26215a8f4a7708bbc34e609552bcf3679a091d632087fb0aeeeb6ed9,1295,0,7,6,6,5,4,5,7,7,6,6,3,5,3,4,4,6,8,7,6,gpt-5-mini-2025-08-07,1194,611
4027,e720528f26215a8f4a7708bbc34e609552bcf3679a091d632087fb0aeeeb6ed9,1295,1,7,5,6,5,4,4,6,7,6,5,4,5,3,4,3,5,8,7,6,gpt-5-mini-2025-08-07,1130,611
4028,e720528f26215a8f4a7708bbc34e609552bcf3679a091d632087fb0aeeeb6ed9,1295,2,7,5,5,5,3,4,7,6,5,6,3,5,3,3,3,6,8,7,7,gpt-5-mini-2025-08-07,1066,611
4029,23572bb99b88e22bc86eaed3d76554dd1ea8b23929d5d45087b219097f5d7932,1287,0,8,3,5,6,6,5,8,7,4,3,7,6,5,5,4,7,6,7,7,gpt-5-mini-2025-08-07,1108,724
4030,23572bb99b88e22bc86eaed3d76554dd1ea8b23929d5d45087b219097f5d7932,1287,1,8,3,4,6,5,4,8,7,4,3,7,7,6,4,3,7,7,7,7,gpt-5-mini-2025-08-07,1130,724
4031,23572bb99b88e22bc86eaed3d76554dd1ea8b23929d5d45087b219097f5d7932,1287,2,9,3,5,6,7,7,9,7,5,3,6,7,5,5,4,8,7,7,7,gpt-5-mini-2025-08-07,1066,724
4032,e6da39baeb2a7c15b936c612b6c4593927298360ac676936279ff46a6656028a,1286,0,8,6,7,5,5,7,7,8,7,7,6,6,4,4,4,7,8,7,7,gpt-5-mini-2025-08-07,938,764
4033,e6da39baeb2a7c15b936c612b6c4593927298360ac676936279ff46a6656028a,1286,1,8,6,7,6,5,5,8,8,7,6,4,7,3,4,4,7,7,6,7,gpt-5-mini-2025-08-07,1130,764
4034,e6da39baeb2a7c15b936c612b6c4593927298360ac676936279ff46a6656028a,1286,2,7,7,7,6,4,5,6,8,7,6,5,7,3,4,3,6,8,7,7,gpt-5-mini-2025-08-07,1194,764
4035,55cdb18bb1015b9f9f342de039a8d596a89bfb143d0bbb13fac875028715e867,1288,0,8,4,6,6,6,6,8,7,6,5,7,6,5,3,5,6,6,6,5,gpt-5-mini-2025-08-07,938,862
4036,55cdb18bb1015b9f9f342de039a8d596a89bfb143d0bbb13fac875028715e867,1288,1,6,5,4,6,6,3,7,6,4,5,7,7,5,3,4,6,6,5,6,gpt-5-mini-2025-08-07,1130,862
4037,55cdb18bb1015b9f9f342de039a8d596a89bfb143d0bbb13fac875028715e867,1288,2,5,5,5,6,4,2,6,6,5,5,6,7,4,3,3,5,6,6,5,gpt-5-mini-2025-08-07,1194,862
4038,b297bf8c61af653a82d1c8d9aba2faefd05bf935a48b35044397eaf41aa237d9,1289,0,8,7,7,8,6,5,7,8,7,7,7,8,4,5,6,5,6,6,5,gpt-5-mini-2025-08-07,938,772
4039,b297bf8c61af653a82d1c8d9aba2faefd05bf935a48b35044397eaf41aa237d9,1289,1,8,8,7,8,7,6,6,8,7,7,7,8,5,5,7,7,7,6,6,gpt-5-mini-2025-08-07,1002,772
4040,b297bf8c61af653a82d1c8d9aba2faefd05bf935a48b35044397eaf41aa237d9,1289,2,8,7,7,8,6,4,7,8,6,6,8,8,6,5,6,6,7,6,5,gpt-5-mini-2025-08-07,874,772
4041,34e707d21d3535261aacbc0896551aef7a15cb3aca507016936bebf91fa24076,1294,0,6,6,6,6,5,3,6,7,5,6,6,6,3,3,3,5,7,7,6,gpt-5-mini-2025-08-07,938,825
4042,34e707d21d3535261aacbc0896551aef7a15cb3aca507016936bebf91fa24076,1294,1,7,7,7,6,4,3,7,8,6,6,5,6,3,2,3,5,7,7,6,gpt-5-mini-2025-08-07,1002,825
4043,34e707d21d3535261aacbc0896551aef7a15cb3aca507016936bebf91fa24076,1294,2,7,6,6,6,5,3,7,7,5,5,5,6,3,2,3,6,7,7,6,gpt-5-mini-2025-08-07,1002,825
4044,c13dcd5004b2a3b6a9b7f7af11376877d4c45cabca355d95df7ed7f7af68ba3a,1349,0,8,6,6,7,5,5,8,8,6,5,6,7,7,4,4,6,8,7,7,gpt-5-mini-2025-08-07,1002,1192
4045,c13dcd5004b2a3b6a9b7f7af11376877d4c45cabca355d95df7ed7f7af68ba3a,1349,1,8,6,6,7,6,6,8,8,6,4,5,6,6,4,5,6,7,6,7,gpt-5-mini-2025-08-07,874,1192
4046,c13dcd5004b2a3b6a9b7f7af11376877d4c45cabca355d95df7ed7f7af68ba3a,1349,2,8,5,5,7,6,6,8,8,5,4,4,6,6,3,4,7,6,7,6,gpt-5-mini-2025-08-07,1002,1192
4047,47cbd0ffe79a0c3167bf60553d2bfb816da4a8f2b3e0ac650e7f4f3c386c8ab7,1306,0,8,5,5,5,7,8,7,7,5,4,4,5,3,5,5,8,8,6,8,gpt-5-mini-2025-08-07,938,905
4048,47cbd0ffe79a0c3167bf60553d2bfb816da4a8f2b3e0ac650e7f4f3c386c8ab7,1306,1,7,4,5,4,7,7,8,7,5,4,5,5,3,5,6,7,8,5,8,gpt-5-mini-2025-08-07,1130,905
4049,47cbd0ffe79a0c3167bf60553d2bfb816da4a8f2b3e0ac650e7f4f3c386c8ab7,1306,2,7,5,6,4,7,7,8,7,5,5,4,5,3,5,5,8,8,6,8,gpt-5-mini-2025-08-07,1130,905
4050,18baa94af30a0cb501732465a35a011935fae2eec76b39724caa53d7d7a6bd00,1297,0,7,6,5,6,5,3,7,7,4,5,6,7,4,3,3,6,8,6,6,gpt-5-mini-2025-08-07,1002,850
4051,18baa94af30a0cb501732465a35a011935fae2eec76b39724caa53d7d7a6bd00,1297,1,6,6,5,6,7,3,7,7,5,4,6,6,3,3,4,7,8,6,7,gpt-5-mini-2025-08-07,874,850
4052,18baa94af30a0cb501732465a35a011935fae2eec76b39724caa53d7d7a6bd00,1297,2,8,6,5,6,6,3,7,7,4,4,6,6,5,3,4,6,7,6,6,gpt-5-mini-2025-08-07,1194,850
4053,91dc848326b8745463295bc5cc463a475cc27ab6d559231d876f1d2f23addf89,1298,0,6,6,7,4,4,2,7,7,7,5,3,5,2,4,6,4,4,5,5,gpt-5-mini-2025-08-07,1068,685
4054,91dc848326b8745463295bc5cc463a475cc27ab6d559231d876f1d2f23addf89,1298,1,5,6,6,4,4,2,6,6,6,5,4,5,2,5,4,4,4,6,5,gpt-5-mini-2025-08-07,1002,685
4055,91dc848326b8745463295bc5cc463a475cc27ab6d559231d876f1d2f23addf89,1298,2,4,6,7,4,4,2,7,6,6,5,3,5,2,5,5,4,3,5,4,gpt-5-mini-2025-08-07,1066,685
4056,5db5edfaeb3ccb5c5b95f22be9acbbb1926c088281a3291af13e3a9dcaa3d3aa,1302,0,7,5,7,6,7,2,8,7,6,4,7,6,4,5,7,7,5,6,6,gpt-5-mini-2025-08-07,810,853
4057,5db5edfaeb3ccb5c5b95f22be9acbbb1926c088281a3291af13e3a9dcaa3d3aa,1302,1,7,5,7,6,8,3,8,7,6,5,7,6,4,6,7,8,5,5,5,gpt-5-mini-2025-08-07,810,853
4058,5db5edfaeb3ccb5c5b95f22be9acbbb1926c088281a3291af13e3a9dcaa3d3aa,1302,2,8,6,7,6,8,3,8,8,6,6,7,7,3,5,7,8,4,6,6,gpt-5-mini-2025-08-07,938,853
4059,a49b0814ec7a376769b46ef429b353621bcad149a8a95a7e8302a3733db1380b,1303,0,8,6,6,4,6,6,8,7,5,5,2,5,2,3,4,7,7,7,7,gpt-5-mini-2025-08-07,1002,824
4060,a49b0814ec7a376769b46ef429b353621bcad149a8a95a7e8302a3733db1380b,1303,1,8,5,5,3,6,6,7,8,4,4,3,4,2,3,3,7,8,6,7,gpt-5-mini-2025-08-07,961,824
4061,a49b0814ec7a376769b46ef429b353621bcad149a8a95a7e8302a3733db1380b,1303,2,8,6,5,3,6,6,8,7,5,6,3,5,3,4,4,7,7,7,7,gpt-5-mini-2025-08-07,874,824
4062,51992e2c5ba94d1951117d2188eb6048d0277499604902809efad0be3013863e,1304,0,7,6,7,3,7,5,7,7,6,4,5,4,2,3,6,6,8,8,8,gpt-5-mini-2025-08-07,874,861
4063,51992e2c5ba94d1951117d2188eb6048d0277499604902809efad0be3013863e,1304,1,8,6,7,4,6,7,8,7,7,4,6,6,3,4,6,7,8,8,7,gpt-5-mini-2025-08-07,1002,861
4064,51992e2c5ba94d1951117d2188eb6048d0277499604902809efad0be3013863e,1304,2,8,5,6,3,6,4,8,7,6,5,3,4,2,3,5,7,8,7,7,gpt-5-mini-2025-08-07,1002,861
4065,14c878d12856c04d66297c665d869d5e422563906a5bd22852257693dd97fac3,1309,0,6,6,8,7,7,3,8,7,8,6,6,7,3,5,7,7,8,5,7,gpt-5-mini-2025-08-07,938,1605
4066,14c878d12856c04d66297c665d869d5e422563906a5bd22852257693dd97fac3,1309,1,8,7,8,8,8,4,9,8,8,6,6,8,3,3,8,7,8,7,7,gpt-5-mini-2025-08-07,1130,1605
4067,14c878d12856c04d66297c665d869d5e422563906a5bd22852257693dd97fac3,1309,2,7,6,8,7,7,3,8,7,8,6,6,7,3,4,8,7,8,5,7,gpt-5-mini-2025-08-07,938,1605
4068,c888cf26539b7e1d2e96d48ce715747383a03e492b8f6794e2f85865d0ec4499,1373,0,8,5,6,5,6,5,8,9,5,4,3,5,3,4,4,7,6,8,7,gpt-5-mini-2025-08-07,1066,1110
4069,c888cf26539b7e1d2e96d48ce715747383a03e492b8f6794e2f85865d0ec4499,1373,1,8,5,6,5,6,6,8,8,6,4,4,5,3,4,4,7,6,8,7,gpt-5-mini-2025-08-07,810,1110
4070,c888cf26539b7e1d2e96d48ce715747383a03e492b8f6794e2f85865d0ec4499,1373,2,7,5,5,4,6,5,8,8,5,4,3,4,3,4,3,7,6,8,6,gpt-5-mini-2025-08-07,1258,1110
4071,692497d927bc293b79b7308bfc546e7cc9c52ec5187a29a41534b58aa9255849,1316,0,8,7,7,6,5,4,8,8,7,5,4,6,3,5,4,7,5,6,6,gpt-5-mini-2025-08-07,1131,650
4072,692497d927bc293b79b7308bfc546e7cc9c52ec5187a29a41534b58aa9255849,1316,1,8,7,7,4,4,6,8,8,7,5,3,5,3,5,4,6,5,4,4,gpt-5-mini-2025-08-07,1130,650
4073,692497d927bc293b79b7308bfc546e7cc9c52ec5187a29a41534b58aa9255849,1316,2,7,7,6,5,5,3,7,8,6,5,4,6,2,4,5,6,4,4,4,gpt-5-mini-2025-08-07,939,650
4074,b47d144fb0503598372b4313ceb66dbfc86e6230e4c2a4b647fc63e67a8bd2a5,1436,0,7,7,7,5,5,2,7,8,6,6,3,6,2,3,3,7,7,6,7,gpt-5-mini-2025-08-07,1194,985
4075,b47d144fb0503598372b4313ceb66dbfc86e6230e4c2a4b647fc63e67a8bd2a5,1436,1,8,6,7,5,6,3,7,8,6,6,4,5,3,4,5,6,7,7,7,gpt-5-mini-2025-08-07,938,985
4076,b47d144fb0503598372b4313ceb66dbfc86e6230e4c2a4b647fc63e67a8bd2a5,1436,2,7,6,7,5,4,2,6,7,6,5,3,5,2,3,4,7,8,7,7,gpt-5-mini-2025-08-07,897,985
4077,281e7c8be3df848646e98d7c55b1f270be97290b3274af9e21c0bcefe5ca9cb1,1305,0,8,6,4,6,6,4,8,7,4,5,6,7,4,5,4,7,5,6,6,gpt-5-mini-2025-08-07,1002,864
4078,281e7c8be3df848646e98d7c55b1f270be97290b3274af9e21c0bcefe5ca9cb1,1305,1,8,6,6,5,7,4,7,8,4,4,5,6,4,5,5,7,7,6,6,gpt-5-mini-2025-08-07,1130,864
4079,281e7c8be3df848646e98d7c55b1f270be97290b3274af9e21c0bcefe5ca9cb1,1305,2,8,7,4,6,6,5,8,8,4,6,6,7,4,4,5,7,5,3,5,gpt-5-mini-2025-08-07,1066,864
4080,9281bb277d4ec7c4289c8036934802b2a01773b7f249850e726def0f23111d92,1307,0,8,6,6,5,5,4,8,8,5,5,3,6,6,4,3,6,5,6,5,gpt-5-mini-2025-08-07,1130,771
4081,9281bb277d4ec7c4289c8036934802b2a01773b7f249850e726def0f23111d92,1307,1,8,6,6,5,4,5,8,8,5,4,3,5,6,4,3,6,5,6,6,gpt-5-mini-2025-08-07,1002,771
4082,9281bb277d4ec7c4289c8036934802b2a01773b7f249850e726def0f23111d92,1307,2,8,6,6,5,6,5,8,8,5,5,3,6,7,5,4,6,6,7,6,gpt-5-mini-2025-08-07,1130,771
4083,0222451bfb570b7cf0707f7fe337ca317cf3a0fb8a3e2237692076afcbdbc311,1308,0,6,4,5,5,4,2,7,7,5,3,4,5,2,3,4,5,7,6,6,gpt-5-mini-2025-08-07,1066,854
4084,0222451bfb570b7cf0707f7fe337ca317cf3a0fb8a3e2237692076afcbdbc311,1308,1,7,5,6,6,4,4,8,7,6,3,4,6,3,2,4,5,7,5,6,gpt-5-mini-2025-08-07,1322,854
4085,0222451bfb570b7cf0707f7fe337ca317cf3a0fb8a3e2237692076afcbdbc311,1308,2,7,4,6,6,5,5,7,8,6,4,5,6,4,3,4,5,7,5,5,gpt-5-mini-2025-08-07,1002,854
4086,6ce89b21491c8748e2352feeb5d10a2eb9cd992ea67d08b03d74689012f8eec4,1311,0,8,6,6,4,6,6,7,7,5,4,3,4,3,3,4,7,6,5,6,gpt-5-mini-2025-08-07,1386,753
4087,6ce89b21491c8748e2352feeb5d10a2eb9cd992ea67d08b03d74689012f8eec4,1311,1,8,5,7,4,5,6,7,7,6,4,3,5,3,4,5,6,7,5,6,gpt-5-mini-2025-08-07,874,753
4088,6ce89b21491c8748e2352feeb5d10a2eb9cd992ea67d08b03d74689012f8eec4,1311,2,8,5,6,3,5,6,7,7,6,4,4,4,3,3,3,6,7,4,6,gpt-5-mini-2025-08-07,938,753
4089,027e81685ba6f1a1c549b6feacbcb56b95468c5eadcc26de6c48cd0caf058901,1319,0,8,6,5,5,6,6,8,8,4,4,5,6,4,4,5,7,6,7,7,gpt-5-mini-2025-08-07,810,1031
4090,027e81685ba6f1a1c549b6feacbcb56b95468c5eadcc26de6c48cd0caf058901,1319,1,8,5,6,5,5,6,8,8,5,4,4,6,4,5,4,7,7,8,7,gpt-5-mini-2025-08-07,1130,1031
4091,027e81685ba6f1a1c549b6feacbcb56b95468c5eadcc26de6c48cd0caf058901,1319,2,8,5,5,5,4,7,8,8,4,5,5,6,4,4,4,6,6,7,6,gpt-5-mini-2025-08-07,1194,1031
4092,4921916fc833e5f3601364adfe3841311600b06b604dc59d2580d5c8d3cb85ef,1327,0,6,5,7,3,5,3,6,7,6,6,3,4,2,4,4,5,5,4,5,gpt-5-mini-2025-08-07,1130,636
4093,4921916fc833e5f3601364adfe3841311600b06b604dc59d2580d5c8d3cb85ef,1327,1,4,5,6,3,5,2,5,6,6,6,4,5,2,3,3,5,5,4,5,gpt-5-mini-2025-08-07,1194,636
4094,4921916fc833e5f3601364adfe3841311600b06b604dc59d2580d5c8d3cb85ef,1327,2,4,6,7,3,3,2,5,6,7,6,3,4,2,3,3,4,5,5,5,gpt-5-mini-2025-08-07,1002,636
4095,1c1bd27d2802b623bd7b5f157c7ad208129fc124d7ea11be09bd5745504b4558,1459,0,8,6,5,5,6,5,9,8,5,5,5,5,3,4,4,7,4,6,5,gpt-5-mini-2025-08-07,1002,949
4096,1c1bd27d2802b623bd7b5f157c7ad208129fc124d7ea11be09bd5745504b4558,1459,1,6,4,4,5,6,2,7,7,4,3,6,6,2,4,4,7,4,5,6,gpt-5-mini-2025-08-07,1194,949
4097,1c1bd27d2802b623bd7b5f157c7ad208129fc124d7ea11be09bd5745504b4558,1459,2,7,5,5,5,6,2,8,7,4,4,6,6,3,5,4,7,4,6,5,gpt-5-mini-2025-08-07,1002,949
4098,229a791c2b5159741bdd3006e5722289cdf88e4b593d32d1f2aef47578d1c0ef,1312,0,8,5,6,5,6,6,6,7,5,4,4,4,6,4,4,5,6,6,6,gpt-5-mini-2025-08-07,874,835
4099,229a791c2b5159741bdd3006e5722289cdf88e4b593d32d1f2aef47578d1c0ef,1312,1,8,4,3,6,4,7,6,7,3,3,4,5,3,4,3,6,7,6,7,gpt-5-mini-2025-08-07,938,835
4100,229a791c2b5159741bdd3006e5722289cdf88e4b593d32d1f2aef47578d1c0ef,1312,2,8,5,6,5,6,6,6,7,5,5,4,5,6,4,4,6,7,7,6,gpt-5-mini-2025-08-07,1194,835
4101,5cdf8cbf746e5c55651d1de1bed84dffd6efb85676d8b330392ee5604e193883,1315,0,7,5,5,4,5,3,6,7,5,3,6,5,3,5,3,5,6,6,7,gpt-5-mini-2025-08-07,1258,751
4102,5cdf8cbf746e5c55651d1de1bed84dffd6efb85676d8b330392ee5604e193883,1315,1,6,5,6,5,5,4,6,6,5,3,6,6,3,5,4,6,6,6,7,gpt-5-mini-2025-08-07,1194,751
4103,5cdf8cbf746e5c55651d1de1bed84dffd6efb85676d8b330392ee5604e193883,1315,2,6,5,6,4,5,4,7,6,6,3,6,5,3,6,4,6,6,6,7,gpt-5-mini-2025-08-07,1322,751
4104,86bf94c11126c92bc748c20068ff5184efbbd56ddf7970afbe24f8db53c69918,1317,0,7,5,6,4,8,5,6,7,6,3,3,5,5,6,8,7,8,8,7,gpt-5-mini-2025-08-07,1002,759
4105,86bf94c11126c92bc748c20068ff5184efbbd56ddf7970afbe24f8db53c69918,1317,1,5,5,6,3,7,2,5,7,6,3,3,4,5,4,7,7,8,8,7,gpt-5-mini-2025-08-07,916,759
4106,86bf94c11126c92bc748c20068ff5184efbbd56ddf7970afbe24f8db53c69918,1317,2,4,5,7,3,7,2,5,6,7,4,2,4,2,4,6,7,8,8,8,gpt-5-mini-2025-08-07,874,759
4107,2dcad0ad4e7ee6d82a4f1bac849ef85e2d26f0f58a41361c5379bd3c627555af,1318,0,7,5,7,5,5,5,6,8,6,7,6,6,3,4,4,6,6,7,6,gpt-5-mini-2025-08-07,1258,777
4108,2dcad0ad4e7ee6d82a4f1bac849ef85e2d26f0f58a41361c5379bd3c627555af,1318,1,8,5,7,5,6,6,7,8,7,7,5,6,3,4,5,6,7,7,7,gpt-5-mini-2025-08-07,1258,777
4109,2dcad0ad4e7ee6d82a4f1bac849ef85e2d26f0f58a41361c5379bd3c627555af,1318,2,7,5,7,4,5,4,6,7,6,7,6,5,3,3,4,6,7,7,7,gpt-5-mini-2025-08-07,1194,777
4110,90cc0804a8ec9c14e42b1fc6e6f26bb0bebe3c2b74d286bc6de6192d6696915e,1322,0,6,6,5,5,4,2,5,7,5,5,3,5,3,3,3,5,8,7,7,gpt-5-mini-2025-08-07,1130,808
4111,90cc0804a8ec9c14e42b1fc6e6f26bb0bebe3c2b74d286bc6de6192d6696915e,1322,1,7,4,5,3,5,3,6,7,4,3,2,4,2,3,4,6,8,8,7,gpt-5-mini-2025-08-07,874,808
4112,90cc0804a8ec9c14e42b1fc6e6f26bb0bebe3c2b74d286bc6de6192d6696915e,1322,2,7,5,6,4,5,3,5,7,5,5,2,4,2,3,3,5,8,7,7,gpt-5-mini-2025-08-07,1002,808
4113,abd995a9338a9b2c861ff49bf30f7f8b463f3ce87de54d067c808642731df198,1326,0,7,6,6,5,6,5,7,8,6,5,6,7,3,4,5,5,7,7,7,gpt-5-mini-2025-08-07,938,870
4114,abd995a9338a9b2c861ff49bf30f7f8b463f3ce87de54d067c808642731df198,1326,1,7,5,5,4,6,3,6,7,6,4,6,6,3,4,5,6,7,7,7,gpt-5-mini-2025-08-07,1130,870
4115,abd995a9338a9b2c861ff49bf30f7f8b463f3ce87de54d067c808642731df198,1326,2,7,5,6,4,6,3,6,7,6,4,6,7,3,4,5,6,7,7,7,gpt-5-mini-2025-08-07,938,870
4116,ce3878c9d36d89be27373b01133fc1b7c55e6aeea5685b98bcfcf62ac35c2ff1,1328,0,6,7,8,7,7,2,6,7,7,7,8,8,6,6,7,7,7,5,6,gpt-5-mini-2025-08-07,1130,770
4117,ce3878c9d36d89be27373b01133fc1b7c55e6aeea5685b98bcfcf62ac35c2ff1,1328,1,6,7,7,7,7,3,6,7,5,7,8,8,5,5,8,7,6,5,5,gpt-5-mini-2025-08-07,1002,770
4118,ce3878c9d36d89be27373b01133fc1b7c55e6aeea5685b98bcfcf62ac35c2ff1,1328,2,7,6,6,7,7,3,6,7,4,5,7,7,6,5,7,6,6,5,5,gpt-5-mini-2025-08-07,874,770
4119,fc42ea3f88f39b67aab061291a9abdf68ae8e7e0d5710e1294c92730b4b58cfa,1330,0,8,6,5,5,4,6,8,7,5,4,2,6,3,5,3,7,5,6,5,gpt-5-mini-2025-08-07,746,761
4120,fc42ea3f88f39b67aab061291a9abdf68ae8e7e0d5710e1294c92730b4b58cfa,1330,1,8,4,5,5,5,4,8,7,5,4,3,5,3,5,4,7,6,6,6,gpt-5-mini-2025-08-07,1002,761
