id,essay_id,repeat,of3b,cf2b,cf3b,ef3b,af1b,of1,of2,of5,cf3,cf5,ef2,ef4,ef5,af1,af3,af6,nf1,nf4,nf6,model,input_tokens,output_tokens
1637,323,0,7,4,5,5,3,4,6,6,4,4,3,5,3,3,3,6,7,8,8,gpt-5-nano-2025-08-07,1432,1303
1638,323,1,6,3,4,5,3,3,5,4,3,3,4,5,4,2,2,5,6,8,7,gpt-5-nano-2025-08-07,1561,1303
1639,323,2,5,4,5,4,4,2,5,5,5,4,4,4,3,3,3,6,6,7,7,gpt-5-nano-2025-08-07,1752,1303
1640,323,3,7,4,4,4,3,3,5,6,4,3,3,5,3,3,3,6,7,8,7,gpt-5-nano-2025-08-07,1709,1303
1641,324,0,6,5,4,3,3,3,4,6,4,3,2,3,4,3,2,4,6,7,5,gpt-5-nano-2025-08-07,1432,1022
1642,324,1,7,5,5,3,3,6,5,6,5,4,3,4,3,3,2,5,6,8,6,gpt-5-nano-2025-08-07,1369,1022
1643,324,2,6,5,5,4,4,4,4,5,5,6,3,3,3,4,3,5,5,7,6,gpt-5-nano-2025-08-07,1944,1022
1644,324,3,5,4,5,4,2,3,4,5,4,4,2,4,3,3,2,4,5,6,6,gpt-5-nano-2025-08-07,1622,1022
1645,325,0,8,4,3,5,3,6,7,8,3,3,4,5,5,4,3,4,6,7,7,gpt-5-nano-2025-08-07,1688,1157
1646,325,1,8,4,4,5,3,6,7,8,4,3,4,5,7,4,3,5,6,6,7,gpt-5-nano-2025-08-07,1494,1157
1647,325,2,8,5,4,5,3,4,6,7,4,5,3,6,6,3,3,4,6,5,6,gpt-5-nano-2025-08-07,1624,1157
1648,325,3,8,5,4,6,4,6,6,8,4,4,3,6,6,4,3,5,7,7,7,gpt-5-nano-2025-08-07,2072,1157
1649,326,0,4,4,6,3,4,3,5,4,6,4,6,4,2,5,4,5,5,5,6,gpt-5-nano-2025-08-07,1325,1153
1650,326,1,3,5,6,4,4,2,4,6,5,4,8,4,4,4,3,4,7,5,7,gpt-5-nano-2025-08-07,1880,1153
1651,326,2,5,5,6,4,3,3,5,5,5,4,6,4,3,4,3,4,6,5,5,gpt-5-nano-2025-08-07,1112,1153
1652,326,3,5,5,6,3,5,3,4,5,6,4,5,4,4,5,4,6,6,5,5,gpt-5-nano-2025-08-07,1433,1153
1653,327,0,5,5,5,4,3,2,3,4,3,4,3,3,2,4,2,5,8,8,7,gpt-5-nano-2025-08-07,1304,1086
1654,327,1,4,4,4,3,3,2,2,4,4,3,5,3,2,3,2,5,7,7,7,gpt-5-nano-2025-08-07,1366,1086
1655,327,2,5,5,5,5,4,3,2,4,5,4,6,5,3,3,3,6,7,7,7,gpt-5-nano-2025-08-07,1880,1086
1656,327,3,5,6,7,4,3,3,4,5,6,6,3,3,2,4,3,6,7,7,8,gpt-5-nano-2025-08-07,1624,1086
1657,328,0,5,3,3,3,2,2,3,5,3,2,4,3,2,4,2,4,4,5,5,gpt-5-nano-2025-08-07,1176,754
1658,328,1,6,3,3,2,2,3,3,5,3,3,3,3,2,3,2,2,4,6,6,gpt-5-nano-2025-08-07,1325,754
1659,328,2,6,3,4,3,3,2,3,5,4,3,4,3,2,4,2,4,5,5,6,gpt-5-nano-2025-08-07,1069,754
1660,328,3,4,3,4,2,2,2,3,5,4,3,2,3,2,4,2,2,4,6,7,gpt-5-nano-2025-08-07,1368,754
1661,329,0,4,6,5,7,4,3,3,6,4,4,7,7,7,5,4,5,5,5,5,gpt-5-nano-2025-08-07,1944,1023
1662,329,1,4,7,6,8,4,3,2,6,6,5,8,8,8,4,4,3,5,5,4,gpt-5-nano-2025-08-07,1430,1023
1663,329,2,4,6,6,7,5,3,3,6,5,4,7,7,7,5,3,4,5,6,5,gpt-5-nano-2025-08-07,1432,1023
1664,329,3,4,7,7,6,5,3,3,6,5,5,6,6,7,4,5,4,5,6,6,gpt-5-nano-2025-08-07,1432,1023
1665,330,0,6,6,7,6,6,3,4,7,7,5,7,6,5,4,6,7,7,7,7,gpt-5-nano-2025-08-07,1816,1338
1666,330,1,7,7,7,6,6,4,5,8,7,6,6,7,6,4,6,7,6,6,7,gpt-5-nano-2025-08-07,1750,1338
1667,330,2,8,8,6,6,6,5,4,7,5,5,7,7,6,4,6,7,6,7,8,gpt-5-nano-2025-08-07,1389,1338
1668,330,3,6,7,7,5,6,4,4,6,6,6,5,6,3,4,5,6,5,6,7,gpt-5-nano-2025-08-07,1496,1338
1669,331,0,6,7,6,4,2,3,5,7,6,4,5,5,4,3,2,3,5,4,5,gpt-5-nano-2025-08-07,1880,1528
1670,331,1,4,6,7,4,2,3,5,6,7,6,6,5,4,5,2,3,5,5,5,gpt-5-nano-2025-08-07,1454,1528
1671,331,2,4,6,7,4,3,3,6,4,7,4,6,5,5,3,3,3,6,5,6,gpt-5-nano-2025-08-07,1837,1528
1672,331,3,4,5,6,4,3,3,4,6,6,4,4,5,5,5,3,3,5,3,6,gpt-5-nano-2025-08-07,1494,1528
1673,332,0,5,5,4,4,5,4,3,6,3,5,2,3,2,6,3,6,5,7,7,gpt-5-nano-2025-08-07,1240,986
1674,332,1,4,4,4,4,4,3,3,6,4,7,3,4,3,6,3,7,4,7,8,gpt-5-nano-2025-08-07,1046,986
1675,332,2,6,4,4,3,6,4,4,6,4,7,3,4,3,7,3,6,6,7,7,gpt-5-nano-2025-08-07,1240,986
1676,332,3,5,5,5,4,4,5,3,7,4,6,3,5,3,7,3,7,4,7,7,gpt-5-nano-2025-08-07,1368,986
1677,333,0,4,4,4,3,4,3,2,5,4,3,6,4,4,4,3,6,7,7,7,gpt-5-nano-2025-08-07,1942,1130
1678,333,1,4,4,4,4,3,3,2,5,3,4,7,4,2,4,3,5,6,7,6,gpt-5-nano-2025-08-07,1773,1130
1679,333,2,4,4,5,3,2,2,2,5,4,4,4,3,2,3,2,4,7,8,7,gpt-5-nano-2025-08-07,1751,1130
1680,333,3,6,6,4,4,3,4,3,5,4,5,6,4,3,3,3,5,7,7,7,gpt-5-nano-2025-08-07,1432,1130
1681,334,0,4,5,6,4,4,2,3,6,6,4,3,5,2,4,3,6,8,6,7,gpt-5-nano-2025-08-07,1176,1252
1682,334,1,4,5,6,4,4,2,3,6,6,5,3,4,2,4,3,5,7,6,6,gpt-5-nano-2025-08-07,2006,1252
1683,334,2,5,5,7,4,5,2,4,6,7,6,3,5,3,4,3,6,8,6,7,gpt-5-nano-2025-08-07,1624,1252
1684,334,3,4,5,7,5,4,2,3,6,6,6,3,5,3,3,3,5,9,6,8,gpt-5-nano-2025-08-07,1560,1252
1685,335,0,5,6,6,9,7,4,4,6,6,5,8,9,8,6,7,6,3,4,3,gpt-5-nano-2025-08-07,1838,1052
1686,335,1,6,6,6,8,7,7,5,6,6,5,8,7,8,4,7,6,3,3,4,gpt-5-nano-2025-08-07,1561,1052
1687,335,2,7,6,7,8,7,6,4,7,7,5,8,7,8,6,8,7,3,4,4,gpt-5-nano-2025-08-07,2073,1052
1688,335,3,5,4,5,7,7,5,5,6,5,5,7,7,6,4,6,5,3,4,4,gpt-5-nano-2025-08-07,1495,1052
1689,336,0,6,4,5,6,6,5,4,5,5,5,6,6,5,5,3,6,6,7,7,gpt-5-nano-2025-08-07,2200,1179
1690,336,1,3,4,5,6,5,2,2,4,4,3,5,5,4,4,3,6,6,5,7,gpt-5-nano-2025-08-07,1432,1179
1691,336,2,5,4,5,6,5,4,3,4,5,4,4,5,6,5,3,5,7,7,7,gpt-5-nano-2025-08-07,2136,1179
1692,336,3,6,4,5,6,6,6,3,4,4,3,7,6,5,5,3,6,6,6,8,gpt-5-nano-2025-08-07,1816,1179
1693,337,0,8,4,5,6,4,8,6,6,5,4,7,6,7,5,3,7,6,7,7,gpt-5-nano-2025-08-07,1624,1054
1694,337,1,7,5,5,6,4,7,6,8,4,5,7,5,7,4,3,7,6,7,8,gpt-5-nano-2025-08-07,1752,1054
1695,337,2,7,4,5,6,5,7,6,7,4,4,7,6,7,5,4,7,8,7,8,gpt-5-nano-2025-08-07,1816,1054
1696,337,3,6,3,4,5,4,7,5,5,4,3,7,5,6,5,3,6,8,7,8,gpt-5-nano-2025-08-07,2413,1054
1697,338,0,7,4,3,6,2,6,6,6,3,4,2,5,7,3,2,3,5,5,4,gpt-5-nano-2025-08-07,1240,1222
1698,338,1,7,4,4,7,2,8,6,6,4,5,2,6,7,3,2,3,5,4,5,gpt-5-nano-2025-08-07,1689,1222
1699,338,2,7,5,4,5,3,7,6,5,5,6,2,4,6,3,3,5,5,5,5,gpt-5-nano-2025-08-07,1325,1222
1700,338,3,7,4,4,6,3,7,6,5,4,4,2,6,7,3,3,3,5,5,5,gpt-5-nano-2025-08-07,1240,1222
1701,339,0,5,4,4,2,4,3,3,4,4,4,3,3,2,4,4,5,6,6,6,gpt-5-nano-2025-08-07,1560,1298
1702,339,1,5,4,6,2,6,3,4,6,6,4,4,3,2,3,5,6,8,7,8,gpt-5-nano-2025-08-07,1368,1298
1703,339,2,4,4,5,2,6,2,3,5,4,3,3,3,2,4,5,7,8,7,8,gpt-5-nano-2025-08-07,1494,1298
1704,339,3,4,4,5,2,5,3,3,5,5,2,4,3,3,4,4,6,7,6,7,gpt-5-nano-2025-08-07,1453,1298
1705,340,0,7,5,5,4,7,8,5,6,5,4,5,5,7,3,4,7,8,7,8,gpt-5-nano-2025-08-07,1587,1034
1706,340,1,6,4,5,5,6,8,5,6,4,5,4,5,7,4,3,6,7,7,8,gpt-5-nano-2025-08-07,1560,1034
1707,340,2,8,5,5,5,8,7,6,6,5,4,4,5,7,4,5,8,8,8,8,gpt-5-nano-2025-08-07,1816,1034
1708,340,3,7,4,5,5,6,8,5,6,4,5,5,5,7,5,4,7,8,8,8,gpt-5-nano-2025-08-07,1331,1034
1709,341,0,3,5,5,3,2,2,2,4,4,4,3,4,3,2,2,2,4,5,5,gpt-5-nano-2025-08-07,1560,1149
1710,341,1,5,6,6,3,2,3,4,5,6,5,4,4,3,2,2,2,6,6,6,gpt-5-nano-2025-08-07,1752,1149
1711,341,2,4,5,4,2,2,2,3,4,4,3,3,3,2,2,2,3,4,5,5,gpt-5-nano-2025-08-07,1944,1149
1712,341,3,3,6,5,3,2,2,3,5,5,4,3,3,2,3,2,3,5,6,5,gpt-5-nano-2025-08-07,1368,1149
1713,342,0,4,7,7,5,5,2,3,7,8,7,3,5,3,4,6,5,3,7,5,gpt-5-nano-2025-08-07,1817,908
1714,342,1,6,6,6,4,6,2,7,7,7,7,2,4,2,5,6,5,2,4,5,gpt-5-nano-2025-08-07,1389,908
1715,342,2,6,6,7,5,6,2,5,6,8,7,3,5,3,5,6,5,3,4,4,gpt-5-nano-2025-08-07,1389,908
1716,342,3,6,7,8,5,5,3,4,7,8,8,3,6,4,5,5,4,4,5,4,gpt-5-nano-2025-08-07,1944,908
1717,343,0,3,3,4,3,3,2,2,4,4,5,3,3,2,2,4,5,7,8,7,gpt-5-nano-2025-08-07,1558,1060
1718,343,1,3,3,3,3,3,2,2,4,3,4,4,4,2,3,4,4,8,8,8,gpt-5-nano-2025-08-07,1560,1060
1719,343,2,5,3,4,4,4,3,3,5,4,5,4,4,2,3,3,5,8,8,7,gpt-5-nano-2025-08-07,1389,1060
1720,343,3,3,4,4,3,4,3,4,5,4,5,2,3,2,2,3,6,8,8,7,gpt-5-nano-2025-08-07,1133,1060
1721,344,0,8,8,7,7,3,7,3,5,7,8,2,7,5,4,3,3,3,4,5,gpt-5-nano-2025-08-07,1304,661
1722,344,1,6,8,6,6,2,5,3,4,6,7,2,7,4,3,2,3,3,3,5,gpt-5-nano-2025-08-07,1304,661
1723,344,2,5,8,6,8,2,4,3,6,6,8,2,8,3,3,2,3,4,4,5,gpt-5-nano-2025-08-07,1432,661
1724,344,3,6,7,6,7,4,7,3,6,6,8,2,7,5,6,3,4,4,3,5,gpt-5-nano-2025-08-07,1261,661
1725,345,0,3,6,5,6,4,2,3,4,5,5,6,7,6,4,3,5,3,4,5,gpt-5-nano-2025-08-07,1496,778
1726,345,1,5,5,5,7,5,3,4,5,5,4,6,7,6,5,4,4,4,5,4,gpt-5-nano-2025-08-07,1581,778
1727,345,2,3,4,6,6,4,2,3,4,7,5,6,6,6,4,3,3,3,5,5,gpt-5-nano-2025-08-07,1517,778
1728,345,3,3,5,6,6,4,2,3,4,6,5,6,6,6,4,4,5,4,4,5,gpt-5-nano-2025-08-07,1689,778
1729,346,0,5,7,7,5,3,4,3,6,7,6,6,6,3,3,3,5,4,4,4,gpt-5-nano-2025-08-07,1542,895
1730,346,1,3,7,6,5,5,1,5,5,6,5,6,5,3,6,4,5,4,4,5,gpt-5-nano-2025-08-07,1837,895
1731,346,2,4,7,6,5,4,2,5,6,6,6,6,6,3,5,3,5,5,5,5,gpt-5-nano-2025-08-07,1366,895
1732,346,3,5,7,6,4,5,3,5,6,5,6,6,6,3,5,5,5,4,5,5,gpt-5-nano-2025-08-07,1645,895
1733,347,0,5,5,6,5,3,3,5,4,6,4,6,5,5,3,3,4,4,3,4,gpt-5-nano-2025-08-07,1240,482
1734,347,1,4,4,4,3,3,3,5,4,4,4,4,4,5,3,3,3,4,3,3,gpt-5-nano-2025-08-07,1304,482
1735,347,2,5,5,6,5,3,4,6,4,6,4,6,5,6,4,3,4,5,4,4,gpt-5-nano-2025-08-07,1366,482
1736,347,3,4,5,6,6,3,3,5,4,5,4,6,5,6,4,3,3,4,4,4,gpt-5-nano-2025-08-07,1496,482
1737,348,0,5,6,5,5,6,4,6,6,6,7,5,6,4,7,7,6,6,7,7,gpt-5-nano-2025-08-07,2157,1646
1738,348,1,5,5,6,5,6,3,5,5,6,6,4,6,3,6,6,7,6,7,7,gpt-5-nano-2025-08-07,1368,1646
1739,348,2,5,5,6,5,7,2,6,5,6,5,5,6,4,5,7,6,5,6,6,gpt-5-nano-2025-08-07,1523,1646
1740,348,3,6,6,7,6,7,3,6,6,7,6,4,6,3,6,7,6,4,7,7,gpt-5-nano-2025-08-07,1944,1646
1741,349,0,4,6,7,4,4,1,2,6,6,2,7,5,7,5,3,5,6,7,6,gpt-5-nano-2025-08-07,1432,732
1742,349,1,3,6,6,4,3,2,3,4,6,3,7,5,7,4,3,5,6,6,6,gpt-5-nano-2025-08-07,1688,732
1743,349,2,4,5,5,4,4,2,3,5,6,3,6,5,7,4,3,6,4,6,5,gpt-5-nano-2025-08-07,1240,732
1744,349,3,3,4,3,3,3,2,3,4,4,3,6,4,7,4,3,5,5,6,6,gpt-5-nano-2025-08-07,1302,732
1745,350,0,5,4,5,3,3,3,3,6,4,4,3,3,3,3,3,6,8,7,8,gpt-5-nano-2025-08-07,1430,753
1746,350,1,3,3,4,3,3,3,3,4,4,4,2,3,2,2,2,7,8,8,8,gpt-5-nano-2025-08-07,1432,753
1747,350,2,4,4,5,3,5,4,3,6,4,4,2,4,3,2,3,7,8,8,8,gpt-5-nano-2025-08-07,1560,753
1748,350,3,3,2,4,3,5,2,3,5,3,4,2,3,2,3,2,5,8,8,8,gpt-5-nano-2025-08-07,1304,753
1749,351,0,3,6,6,7,4,2,3,7,6,6,6,7,6,4,3,5,8,5,7,gpt-5-nano-2025-08-07,1110,1840
1750,351,1,4,6,6,5,5,3,4,5,6,6,7,6,6,5,4,5,7,5,6,gpt-5-nano-2025-08-07,1496,1840
1751,351,2,5,6,6,7,5,3,4,5,5,5,7,7,6,4,4,6,6,5,6,gpt-5-nano-2025-08-07,1304,1840
1752,351,3,3,6,6,7,5,2,3,5,6,5,7,7,6,4,3,5,7,5,6,gpt-5-nano-2025-08-07,1368,1840
1753,352,0,4,6,7,5,4,2,3,4,7,6,7,6,5,3,3,4,6,7,6,gpt-5-nano-2025-08-07,1494,657
1754,352,1,2,6,7,6,4,2,2,5,6,5,7,6,4,1,3,5,6,4,4,gpt-5-nano-2025-08-07,1752,657
1755,352,2,3,5,6,4,4,2,2,4,6,5,6,5,5,3,3,4,6,6,5,gpt-5-nano-2025-08-07,1560,657
1756,352,3,3,5,6,5,3,2,2,4,6,5,4,6,4,2,3,3,5,5,5,gpt-5-nano-2025-08-07,1453,657
1757,353,0,5,4,3,7,3,3,2,4,3,2,2,7,6,3,2,4,9,8,8,gpt-5-nano-2025-08-07,1174,1282
1758,353,1,5,3,4,6,3,4,3,5,3,3,4,5,6,2,3,6,9,8,8,gpt-5-nano-2025-08-07,1176,1282
1759,353,2,5,4,3,6,4,4,3,5,4,3,2,5,7,3,3,5,8,7,7,gpt-5-nano-2025-08-07,1134,1282
1760,353,3,4,2,4,6,3,3,3,3,3,3,2,5,6,3,2,4,9,8,8,gpt-5-nano-2025-08-07,1750,1282
1761,354,0,4,3,4,4,3,3,3,6,4,5,3,4,5,4,3,5,7,7,8,gpt-5-nano-2025-08-07,1110,531
1762,354,1,5,4,3,3,3,2,3,7,3,4,4,3,3,4,2,6,8,7,8,gpt-5-nano-2025-08-07,1368,531
1763,354,2,5,4,4,4,3,3,3,6,3,4,4,3,2,4,2,7,8,7,9,gpt-5-nano-2025-08-07,1133,531
1764,354,3,4,4,5,3,3,3,4,7,4,4,5,3,2,5,3,6,8,7,7,gpt-5-nano-2025-08-07,1005,531
1765,355,0,4,7,7,5,3,2,3,6,6,6,7,6,4,4,3,3,6,5,6,gpt-5-nano-2025-08-07,1366,655
1766,355,1,4,6,6,6,3,2,4,5,5,4,6,6,5,5,3,4,6,4,5,gpt-5-nano-2025-08-07,1389,655
1767,355,2,3,7,7,5,4,2,4,5,7,6,6,6,5,5,4,4,6,4,6,gpt-5-nano-2025-08-07,1304,655
1768,355,3,4,6,7,5,4,2,4,5,7,6,7,5,5,4,3,4,6,4,5,gpt-5-nano-2025-08-07,1624,655
1769,356,0,4,4,5,3,3,2,3,5,5,4,6,3,3,3,2,6,5,7,7,gpt-5-nano-2025-08-07,1368,1194
1770,356,1,4,4,4,2,3,3,2,5,4,3,4,2,3,3,3,7,2,8,8,gpt-5-nano-2025-08-07,1837,1194
1771,356,2,3,3,4,2,3,2,3,4,4,3,3,3,2,3,3,7,2,6,8,gpt-5-nano-2025-08-07,1816,1194
1772,356,3,3,3,6,2,5,2,3,4,5,2,4,3,2,3,3,7,3,7,8,gpt-5-nano-2025-08-07,2008,1194
1773,357,0,5,6,7,5,8,3,4,7,8,7,3,5,3,5,9,8,8,5,8,gpt-5-nano-2025-08-07,1197,968
1774,357,1,4,6,7,4,8,3,4,7,8,7,3,4,3,5,8,7,8,6,7,gpt-5-nano-2025-08-07,1261,968
1775,357,2,7,6,7,4,8,2,4,5,7,5,3,5,2,5,7,7,8,5,7,gpt-5-nano-2025-08-07,1688,968
1776,357,3,5,5,6,4,7,2,3,6,7,5,3,4,2,5,8,7,8,5,8,gpt-5-nano-2025-08-07,1197,968
1777,358,0,6,7,7,4,7,3,4,7,7,6,5,4,3,4,7,6,7,7,8,gpt-5-nano-2025-08-07,1843,909
1778,358,1,4,7,7,4,7,3,4,7,7,6,5,4,3,6,8,7,7,7,7,gpt-5-nano-2025-08-07,1965,909
1779,358,2,5,6,7,4,7,4,3,6,6,5,6,4,3,5,7,7,7,6,7,gpt-5-nano-2025-08-07,1817,909
1780,358,3,6,6,7,4,7,4,3,7,7,6,5,5,3,4,7,6,7,6,7,gpt-5-nano-2025-08-07,1560,909
1781,359,0,4,2,4,2,3,2,2,3,4,3,2,2,2,4,2,6,7,7,7,gpt-5-nano-2025-08-07,1261,763
1782,359,1,4,2,5,3,3,2,3,4,5,3,2,3,2,4,2,5,7,6,8,gpt-5-nano-2025-08-07,1390,763
1783,359,2,3,2,4,2,3,2,3,3,4,2,2,2,2,3,3,5,8,6,7,gpt-5-nano-2025-08-07,1176,763
1784,359,3,5,3,6,3,4,3,4,5,5,4,2,3,2,4,3,6,7,7,8,gpt-5-nano-2025-08-07,1262,763
1785,360,0,5,6,7,6,5,3,5,6,7,7,4,6,4,4,4,4,6,6,6,gpt-5-nano-2025-08-07,1880,1501
1786,360,1,4,7,7,7,4,2,5,6,7,7,4,6,5,4,4,5,6,5,5,gpt-5-nano-2025-08-07,1560,1501
1787,360,2,5,7,7,7,4,3,4,6,7,7,4,7,3,4,5,4,6,5,5,gpt-5-nano-2025-08-07,1686,1501
1788,360,3,5,8,8,7,4,3,6,7,8,9,4,7,3,4,4,3,4,6,6,gpt-5-nano-2025-08-07,2008,1501
1789,361,0,5,6,6,6,3,3,3,5,6,5,7,6,7,4,3,3,3,4,5,gpt-5-nano-2025-08-07,1432,738
1790,361,1,5,6,7,6,4,3,4,6,6,5,6,6,7,4,3,5,3,5,5,gpt-5-nano-2025-08-07,1560,738
1791,361,2,4,6,5,5,4,3,3,5,6,6,6,5,6,3,3,4,3,5,5,gpt-5-nano-2025-08-07,1689,738
1792,361,3,4,5,6,6,4,2,3,6,5,5,6,6,7,4,3,4,3,6,5,gpt-5-nano-2025-08-07,1752,738
1793,362,0,7,3,4,3,2,5,5,4,4,3,2,4,3,4,2,7,7,7,7,gpt-5-nano-2025-08-07,1453,665
1794,362,1,6,5,6,5,2,3,4,6,5,4,2,6,3,3,2,6,8,7,8,gpt-5-nano-2025-08-07,1046,665
1795,362,2,7,5,6,5,2,6,5,6,6,4,2,4,3,4,2,6,8,7,7,gpt-5-nano-2025-08-07,1240,665
1796,362,3,6,4,5,4,2,4,3,5,5,3,2,3,3,2,2,4,8,6,7,gpt-5-nano-2025-08-07,1176,665
1797,363,0,5,6,6,4,4,3,6,4,6,7,4,5,3,4,3,6,6,4,6,gpt-5-nano-2025-08-07,1453,739
1798,363,1,6,5,5,5,4,4,5,4,4,6,5,5,3,5,3,6,7,4,7,gpt-5-nano-2025-08-07,1559,739
1799,363,2,6,5,5,4,4,4,5,6,5,6,3,4,3,4,3,5,6,4,6,gpt-5-nano-2025-08-07,1432,739
1800,363,3,5,5,5,5,5,2,4,4,5,6,4,5,3,4,4,6,6,3,6,gpt-5-nano-2025-08-07,1558,739
1801,364,0,8,5,7,5,7,3,6,7,6,6,4,6,3,6,5,8,7,4,8,gpt-5-nano-2025-08-07,1560,824
1802,364,1,7,6,7,4,7,3,6,7,7,5,3,5,3,6,4,8,7,5,7,gpt-5-nano-2025-08-07,1715,824
1803,364,2,8,6,7,4,7,4,8,8,7,5,4,5,3,6,4,8,8,7,8,gpt-5-nano-2025-08-07,1878,824
1804,364,3,8,5,7,4,7,4,6,7,7,5,4,5,3,6,6,7,8,6,7,gpt-5-nano-2025-08-07,1752,824
1805,365,0,5,4,5,4,4,2,3,6,4,4,3,5,2,4,3,5,8,8,7,gpt-5-nano-2025-08-07,1176,1220
1806,365,1,3,4,5,4,4,2,3,5,5,4,3,4,3,6,3,5,7,7,7,gpt-5-nano-2025-08-07,1688,1220
1807,365,2,4,5,5,4,4,2,3,6,6,5,3,5,2,7,3,6,7,8,6,gpt-5-nano-2025-08-07,1816,1220
1808,365,3,4,4,4,3,3,2,2,5,3,4,2,4,2,3,2,4,7,8,6,gpt-5-nano-2025-08-07,1816,1220
1809,366,0,5,5,6,5,5,3,4,6,5,4,5,4,3,4,5,5,6,7,6,gpt-5-nano-2025-08-07,1843,1265
1810,366,1,3,4,3,5,3,2,3,5,3,4,5,5,5,3,2,5,5,6,6,gpt-5-nano-2025-08-07,1496,1265
1811,366,2,4,5,6,5,4,2,3,6,5,4,6,5,4,3,3,5,6,6,6,gpt-5-nano-2025-08-07,1433,1265
1812,366,3,4,5,6,5,5,2,3,6,5,5,5,5,4,4,3,5,6,6,7,gpt-5-nano-2025-08-07,1624,1265
1813,367,0,3,6,6,7,4,2,3,5,5,6,8,7,7,5,3,5,6,6,6,gpt-5-nano-2025-08-07,1112,1298
1814,367,1,4,5,6,7,4,3,4,6,6,5,7,7,6,5,3,4,5,5,5,gpt-5-nano-2025-08-07,1240,1298
1815,367,2,3,6,6,7,4,3,4,6,5,6,9,7,7,5,4,5,5,5,5,gpt-5-nano-2025-08-07,1432,1298
1816,367,3,5,7,6,7,4,4,4,5,6,6,8,7,7,5,4,5,6,6,5,gpt-5-nano-2025-08-07,1517,1298
1817,368,0,4,6,7,6,4,3,4,6,6,5,5,6,5,4,3,6,6,6,7,gpt-5-nano-2025-08-07,1197,961
1818,368,1,4,5,7,5,3,2,3,5,6,6,6,6,5,4,3,5,6,5,7,gpt-5-nano-2025-08-07,1560,961
1819,368,2,5,5,7,5,4,3,4,6,6,6,6,5,5,4,3,6,6,6,7,gpt-5-nano-2025-08-07,984,961
1820,368,3,4,6,8,6,3,2,3,5,7,6,6,6,5,4,3,6,6,6,7,gpt-5-nano-2025-08-07,1433,961
1821,369,0,3,3,4,2,4,2,3,4,5,3,3,2,2,3,3,6,7,7,8,gpt-5-nano-2025-08-07,1453,1502
1822,369,1,3,3,5,3,5,2,3,4,4,3,4,3,2,3,4,6,7,6,7,gpt-5-nano-2025-08-07,1581,1502
1823,369,2,4,3,6,3,5,2,3,5,5,4,4,3,2,3,3,7,8,7,8,gpt-5-nano-2025-08-07,1880,1502
1824,369,3,4,3,5,3,6,2,3,5,5,3,4,4,3,3,4,7,7,8,8,gpt-5-nano-2025-08-07,1366,1502
1825,370,0,5,6,6,6,6,3,4,5,6,6,5,6,3,4,4,5,5,7,7,gpt-5-nano-2025-08-07,1965,1454
1826,370,1,6,6,6,6,6,2,4,6,5,6,6,7,3,5,4,6,5,7,7,gpt-5-nano-2025-08-07,1517,1454
1827,370,2,4,7,6,5,6,3,4,5,6,7,5,5,3,4,3,6,6,7,7,gpt-5-nano-2025-08-07,1624,1454
1828,370,3,6,6,6,6,5,2,4,5,6,5,4,6,3,5,4,6,5,7,6,gpt-5-nano-2025-08-07,1752,1454
1829,371,0,4,3,3,3,3,4,3,4,3,2,6,3,5,4,3,5,8,7,7,gpt-5-nano-2025-08-07,1624,1450
1830,371,1,4,2,4,3,3,6,3,5,3,2,4,3,4,3,3,7,8,8,7,gpt-5-nano-2025-08-07,2136,1450
1831,371,2,3,3,4,3,4,3,2,3,4,3,3,4,2,3,3,6,8,7,7,gpt-5-nano-2025-08-07,1304,1450
1832,371,3,5,3,5,3,3,3,3,4,4,2,3,3,2,3,2,7,8,8,8,gpt-5-nano-2025-08-07,1261,1450
1833,372,0,7,3,4,5,3,6,4,5,3,4,3,5,6,3,2,3,7,8,7,gpt-5-nano-2025-08-07,1688,1475
1834,372,1,7,3,4,5,3,6,3,5,3,3,4,5,6,3,4,3,7,8,8,gpt-5-nano-2025-08-07,1523,1475
1835,372,2,6,5,3,5,3,6,3,7,3,3,5,4,6,3,2,5,7,8,8,gpt-5-nano-2025-08-07,1389,1475
1836,372,3,6,3,5,5,5,4,4,8,4,3,4,3,6,3,4,6,8,8,7,gpt-5-nano-2025-08-07,1560,1475
1837,373,0,4,7,7,6,4,3,4,5,7,5,6,7,4,3,3,4,7,6,6,gpt-5-nano-2025-08-07,1304,1624
1838,373,1,5,7,6,5,4,3,6,7,6,5,6,6,5,4,4,5,7,5,6,gpt-5-nano-2025-08-07,1011,1624
1839,373,2,4,6,7,6,4,3,6,6,7,5,5,6,5,3,3,5,8,7,8,gpt-5-nano-2025-08-07,1837,1624
1840,373,3,5,7,7,6,4,3,6,5,6,5,6,6,5,4,3,6,7,6,7,gpt-5-nano-2025-08-07,1496,1624
1841,374,0,7,3,4,3,5,3,6,8,3,4,5,3,4,5,5,8,7,6,8,gpt-5-nano-2025-08-07,1752,1574
1842,374,1,6,6,5,4,8,3,5,8,5,4,5,4,5,5,6,8,7,7,7,gpt-5-nano-2025-08-07,1624,1574
1843,374,2,7,6,6,4,6,3,6,8,5,5,4,4,5,6,6,7,7,7,8,gpt-5-nano-2025-08-07,1261,1574
1844,374,3,8,4,5,3,5,4,7,8,4,4,3,3,5,4,4,8,7,6,7,gpt-5-nano-2025-08-07,1112,1574
